	18	19	20	21	22	23
ATCG00020.1	782.780645115365	394.862731711805	596.815629554792	568.00937596483	95.8057070357991	21.1701316731605
ATCG00270.1	140.499090148912	112.81792334623	165.177196410805	164.905947860757	38.3222828143196	105.850658365803
ATCG00280.1	361.28337466863	357.256757263062	162.10879399021	384.780545008433	229.933696885918	148.190921712124
ATCG00340.1	120.42779155621	131.620910570602	173.269053741714	164.905947860757	38.3222828143196	63.5103950194816
ATCG00350.1	140.499090148912	206.832859468088	115.512702494476	128.260181669478	134.127989850119	84.6805266926421
ATCG00420.1	160.570388741613	131.620910570602	154.016936659301	219.874597147676	191.611414071598	148.190921712124
ATCG00430.1	401.425971854033	300.847795589947	346.538107483428	274.843246434595	172.450272664438	317.551975097408
ATCG00440.1	100.356492963508	169.226885019345	96.2605854120632	128.260181669478	95.8057070357991	63.5103950194816
ATCG00470.1	401.425971854033	507.680655058035	500.555044142729	458.072077390992	38.3222828143196	84.6805266926421
ATCG00480.1	642.281554966453	883.740399545468	981.857971203045	641.300908347389	268.255979700238	254.041580077926
ATCG00490.1	220.784284519718	263.241821141203	327.285990401015	293.166129530235	95.8057070357991	21.1701316731605
ATCG00680.1	200.712985927017	75.2119488974867	134.764819576889	128.260181669478	38.3222828143196	42.3402633463211
ATCG00780.1	140.499090148912	319.650782814318	154.016936659301	128.260181669478	383.222828143196	254.041580077926
ATCG00790.1	180.641687334315	169.226885019345	173.269053741714	109.937298573838	229.933696885918	211.701316731605
ATCG00800.1	240.85558311242	263.241821141203	96.2605854120632	164.905947860757	229.933696885918	127.020790038963
ATCG00810.1	40.1425971854033	56.408961673115	115.512702494476	73.2915323825587	76.6445656286393	84.6805266926421
ATCG00820.1	80.2851943708067	150.423897794973	38.5042341648253	128.260181669478	57.4834242214795	63.5103950194816
ATCG00830.1	210.748635223368	131.620910570602	163.642995200507	128.260181669478	143.708560553699	190.531185058445
ATCG00920.1	13377.2796564525	13726.1806737913	13369.9214896377	12908.2879120472	1484.98845905489	1460.73908544808
