	18	19	20	21	22	23
ATCG00020.1	9.63081384722108	8.65912760346419	9.24419734596244	9.17282811286944	6.71951557342427	4.98889029647966
ATCG00270.1	7.23392369465249	6.93330256690318	7.44956046413099	7.44347570281311	5.58201204967434	6.8633594143958
ATCG00280.1	8.53648646467293	8.51826506762434	7.42401127024167	8.62181294407162	7.9039401445617	7.31081839136703
ATCG00340.1	7.02747281718507	7.13975344437061	7.51484493590611	7.44347570281311	5.58201204967434	6.21128271781611
ATCG00350.1	7.23392369465249	7.7564248048191	6.96735714060362	7.10243878497804	7.16697455039549	6.57385279720082
ATCG00420.1	7.41449594029431	7.13975344437061	7.35438026371287	7.83940437914425	7.65240137756573	7.31081839136703
ATCG00430.1	8.68458510366206	8.27725696812054	8.47637078809148	8.1497444997564	7.50801146823056	8.35812410614538
ATCG00440.1	6.78646471768127	7.48079036220567	6.72634904109982	7.10243878497804	6.71951557342427	6.21128271781611
ATCG00470.1	8.68458510366206	9.01422256228675	8.99483787702573	8.86797353134102	5.58201204967434	6.57385279720082
ATCG00480.1	9.34940091207243	9.80271845709304	9.95341794964575	9.3452953088742	8.11806494991455	8.04778398553323
ATCG00490.1	7.85059505510099	8.09084384388966	8.39620043940749	8.23994230872798	6.71951557342427	4.98889029647966
ATCG00680.1	7.71935052182274	6.4027878502044	7.17380801807105	7.10243878497804	5.58201204967434	5.72585589064587
ATCG00780.1	7.23392369465249	8.36214586570705	7.35438026371287	7.10243878497804	8.61763595940506	8.04778398553323
ATCG00790.1	7.57496061248756	7.48079036220567	7.51484493590611	6.89598790751061	7.9039401445617	7.79624521853727
ATCG00800.1	7.9708892888187	8.09084384388966	6.72634904109982	7.44347570281311	7.9039401445617	7.1043675138996
ATCG00810.1	5.64896119393134	6.04021777081969	6.96735714060362	6.36547319081183	6.43000895622929	6.57385279720082
ATCG00820.1	6.49695810048629	7.32032569001243	5.58884551734989	7.10243878497804	6.06743887684458	6.21128271781611
ATCG00830.1	7.78646471768127	7.13975344437061	7.43684242390484	7.10243878497804	7.26008395478697	7.65185530920209
ATCG00920.1	13.7085500944621	13.7456033115656	13.7077139345368	13.6570071727511	10.5454861736492	10.522868868482
ATCG00950.1	16.6706352367897	16.625716888635	16.6643246668379	16.5264650674841	14.7092326001624	14.8597687048849
ATCG00960.1	9.25777043660686	9.38260996826677	9.35438026371287	8.95043569153299	5.84504645550813	6.40392779575851
ATCG01130.1	7.71935052182274	6.66929656728712	6.96735714060362	8.00401561854679	8.75193705111665	7.77214298243902
ATCG01170.1	9.25777043660686	9.38260996826677	9.35438026371287	8.95043569153299	5.84504645550813	6.40392779575851
ATCG01180.1	16.6706352367897	16.625716888635	16.6643246668379	16.5264650674841	14.7092326001624	14.8597687048849
ATCG01210.1	13.7085500944621	13.7456033115656	13.7077139345368	13.6570071727511	10.5454861736492	10.522868868482
ATCG01310.1	7.78646471768127	7.13975344437061	7.43684242390484	7.10243878497804	7.26008395478697	7.65185530920209
AT5G01410.1	8.37142721840243	8.09084384388966	7.51484493590611	7.71911014542653	8.30447807414543	7.92748975181552
AT5G01530.1	12.4691401563465	12.5660181990727	12.5820669847188	12.38290026257	11.7559389816741	12.0001175519029
AT5G01750.2	8.45631611598894	8.06299645561534	7.56975262166752	8.40395619725303	6.71951557342427	7.33825368671649
AT5G01810.1	3.32971854098142	3.23487548979303	7.51484493590611	7.58786561214828	3.26240920761965	7.65185530920209
AT5G01920.1	6.78646471768127	6.93330256690318	8.1248984175901	6.89598790751061	6.43000895622929	6.8633594143958
AT5G02160.1	8.88162195072161	8.8475726928773	8.93934276443402	9.30407264614769	7.50801146823056	7.92748975181552
AT5G02240.1	7.23392369465249	7.13975344437061	6.96735714060362	7.83940437914425	6.96052367292807	7.1043675138996
AT5G02380.1	9.66193383699178	9.91936337594531	10.1372821420459	10.1380626947088	9.04144366831163	9.59375235463853
AT5G02450.1	7.23392369465249	6.69229446739939	6.86741555288796	6.99985787420419	6.06743887684458	6.97183095237744
AT5G02480.1	5.64896119393134	6.69229446739939	7.35438026371287	7.10243878497804	6.71951557342427	7.31081839136703
